UNITID,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
176372,7,999,5,375,587,474,1014,962,1488,849,1601,2450
176372,8,5,1,430,634,252,416,1064,668,682,1050,1732
176372,8,5,2,232,335,147,159,567,306,379,494,873
176372,8,5,5,198,299,105,257,497,362,303,556,859
176372,9,6,1,191,290,200,319,481,519,391,609,1000
176372,9,6,2,88,172,103,108,260,211,191,280,471
176372,9,6,5,103,118,97,211,221,308,200,329,529
176372,10,7,1,102,188,189,258,290,447,291,446,737
176372,10,7,2,71,113,96,86,184,182,167,199,366
176372,10,7,5,31,75,93,172,106,265,124,247,371
176372,11,8,1,80,179,178,349,259,527,258,528,786
176372,11,8,2,53,111,65,95,164,160,118,206,324
176372,11,8,5,27,68,113,254,95,367,140,322,462
176372,12,9,1,29,62,97,153,91,250,126,215,341
176372,12,9,2,13,38,37,42,51,79,50,80,130
176372,12,9,5,16,24,60,111,40,171,76,135,211
176372,13,10,1,0,4,10,12,4,22,10,16,26
176372,13,10,2,0,1,4,3,1,7,4,4,8
176372,13,10,5,0,3,6,9,3,15,6,12,18
176479,1,412,1,1136,2337,604,1395,3473,1999,1740,3732,5472
176479,1,112,2,611,1334,444,844,1945,1288,1055,2178,3233
176479,1,312,5,525,1003,160,551,1528,711,685,1554,2239
176479,2,999,1,549,990,415,703,1539,1118,964,1693,2657
176479,2,999,2,483,843,411,689,1326,1100,894,1532,2426
176479,2,999,5,66,147,4,14,213,18,70,161,231
176479,3,1,1,15,19,92,161,34,253,107,180,287
176479,3,1,2,15,19,92,161,34,253,107,180,287
176479,4,2,1,81,137,287,474,218,761,368,611,979
176479,4,2,2,81,137,287,474,218,761,368,611,979
176479,5,3,1,152,297,7,13,449,20,159,310,469
176479,5,3,2,151,297,7,13,448,20,158,310,468
176479,5,3,5,1,0,0,0,1,0,1,0,1
176479,6,4,1,301,537,29,55,838,84,330,592,922
176479,6,4,2,236,390,25,41,626,66,261,431,692
176479,6,4,5,65,147,4,14,212,18,69,161,230
176479,7,999,1,587,1347,189,692,1934,881,776,2039,2815
176479,7,999,2,128,491,33,155,619,188,161,646,807
176479,7,999,5,459,856,156,537,1315,693,615,1393,2008
176479,8,5,1,290,461,49,119,751,168,339,580,919
176479,8,5,2,58,171,14,43,229,57,72,214,286
176479,8,5,5,232,290,35,76,522,111,267,366,633
176479,9,6,1,123,275,39,107,398,146,162,382,544
176479,9,6,2,24,108,6,32,132,38,30,140,170
176479,9,6,5,99,167,33,75,266,108,132,242,374
176479,10,7,1,62,216,34,135,278,169,96,351,447
176479,10,7,2,15,87,3,32,102,35,18,119,137
176479,10,7,5,47,129,31,103,176,134,78,232,310
176479,11,8,1,79,269,48,220,348,268,127,489,616
176479,11,8,2,21,94,10,41,115,51,31,135,166
176479,11,8,5,58,175,38,179,233,217,96,354,450
176479,12,9,1,33,122,15,109,155,124,48,231,279
176479,12,9,2,10,29,0,7,39,7,10,36,46
176479,12,9,5,23,93,15,102,116,117,38,195,233
176479,13,10,1,0,4,4,2,4,6,4,6,10
176479,13,10,2,0,2,0,0,2,0,0,2,2
176479,13,10,5,0,2,4,2,2,6,4,4,8
176600,1,412,1,48,11,19,46,59,65,67,57,124
176600,1,312,5,48,11,19,46,59,65,67,57,124
176600,2,999,1,4,0,0,0,4,0,4,0,4
176600,2,999,5,4,0,0,0,4,0,4,0,4
176600,6,4,1,4,0,0,0,4,0,4,0,4
176600,6,4,5,4,0,0,0,4,0,4,0,4
176600,7,999,1,44,11,19,46,55,65,63,57,120
176600,7,999,5,44,11,19,46,55,65,63,57,120
176600,8,5,1,8,1,0,5,9,5,8,6,14
176600,8,5,5,8,1,0,5,9,5,8,6,14
176600,9,6,1,5,3,6,7,8,13,11,10,21
176600,9,6,5,5,3,6,7,8,13,11,10,21
176600,10,7,1,7,2,3,1,9,4,10,3,13
176600,10,7,5,7,2,3,1,9,4,10,3,13
176600,11,8,1,7,3,1,13,10,14,8,16,24
176600,11,8,5,7,3,1,13,10,14,8,16,24
176600,12,9,1,14,0,8,15,14,23,22,15,37
176600,12,9,5,14,0,8,15,14,23,22,15,37
176600,13,10,1,3,2,1,5,5,6,4,7,11
176600,13,10,5,3,2,1,5,5,6,4,7,11
176664,1,412,1,108,81,22,11,189,33,130,92,222
176664,1,112,2,105,78,10,9,183,19,115,87,202
176664,1,312,5,3,3,12,2,6,14,15,5,20
176664,2,999,1,90,71,9,3,161,12,99,74,173
176664,2,999,2,88,69,5,1,157,6,93,70,163
176664,2,999,5,2,2,4,2,4,6,6,4,10
176664,3,1,1,0,2,0,0,2,0,0,2,2
176664,3,1,2,0,2,0,0,2,0,0,2,2
176664,4,2,1,29,18,0,0,47,0,29,18,47
176664,4,2,2,29,18,0,0,47,0,29,18,47
176664,5,3,1,33,31,2,0,64,2,35,31,66
176664,5,3,2,33,31,2,0,64,2,35,31,66
176664,6,4,1,28,20,7,3,48,10,35,23,58
176664,6,4,2,26,18,3,1,44,4,29,19,48
176664,6,4,5,2,2,4,2,4,6,6,4,10
176664,7,999,1,18,10,13,8,28,21,31,18,49
176664,7,999,2,17,9,5,8,26,13,22,17,39
176664,7,999,5,1,1,8,0,2,8,9,1,10
176664,8,5,1,8,3,2,3,11,5,10,6,16
176664,8,5,2,8,3,0,3,11,3,8,6,14
176664,8,5,5,0,0,2,0,0,2,2,0,2
176664,9,6,1,4,2,5,0,6,5,9,2,11
176664,9,6,2,4,2,3,0,6,3,7,2,9
176664,9,6,5,0,0,2,0,0,2,2,0,2
176664,10,7,1,0,2,0,1,2,1,0,3,3
176664,10,7,2,0,2,0,1,2,1,0,3,3
176664,11,8,1,4,2,3,2,6,5,7,4,11
176664,11,8,2,3,2,1,2,5,3,4,4,8
176664,11,8,5,1,0,2,0,1,2,3,0,3
176664,12,9,1,2,1,2,2,3,4,4,3,7
176664,12,9,2,2,0,1,2,2,3,3,2,5
176664,12,9,5,0,1,1,0,1,1,1,1,2
176664,13,10,1,0,0,1,0,0,1,1,0,1
176664,13,10,5,0,0,1,0,0,1,1,0,1
176947,1,412,1,559,571,7,4,1130,11,566,575,1141
176947,1,112,2,559,571,7,4,1130,11,566,575,1141
176947,2,999,1,540,554,4,3,1094,7,544,557,1101
176947,2,999,2,540,554,4,3,1094,7,544,557,1101
176947,3,1,1,1,1,0,0,2,0,1,1,2
176947,3,1,2,1,1,0,0,2,0,1,1,2
176947,4,2,1,262,262,3,1,524,4,265,263,528
176947,4,2,2,262,262,3,1,524,4,265,263,528
176947,5,3,1,189,233,0,0,422,0,189,233,422
176947,5,3,2,189,233,0,0,422,0,189,233,422
176947,6,4,1,88,58,1,2,146,3,89,60,149
176947,6,4,2,88,58,1,2,146,3,89,60,149
176947,7,999,1,19,17,3,1,36,4,22,18,40
176947,7,999,2,19,17,3,1,36,4,22,18,40
176947,8,5,1,16,9,2,0,25,2,18,9,27
176947,8,5,2,16,9,2,0,25,2,18,9,27
176947,9,6,1,2,4,1,0,6,1,3,4,7
176947,9,6,2,2,4,1,0,6,1,3,4,7
176947,10,7,1,0,1,0,0,1,0,0,1,1
176947,10,7,2,0,1,0,0,1,0,0,1,1
176947,11,8,1,1,3,0,0,4,0,1,3,4
176947,11,8,2,1,3,0,0,4,0,1,3,4
176947,12,9,1,0,0,0,1,0,1,0,1,1
176947,12,9,2,0,0,0,1,0,1,0,1,1
176965,1,412,1,3010,3764,1148,2037,6774,3185,4158,5801,9959
176965,1,112,2,2688,3321,676,944,6009,1620,3364,4265,7629
176965,1,312,5,322,443,472,1093,765,1565,794,1536,2330
176965,2,999,1,2574,3275,502,794,5849,1296,3076,4069,7145
176965,2,999,2,2431,3065,430,617,5496,1047,2861,3682,6543
176965,2,999,5,143,210,72,177,353,249,215,387,602
176965,3,1,1,10,16,202,372,26,574,212,388,600
176965,3,1,2,10,16,202,372,26,574,212,388,600
176965,4,2,1,830,1076,54,56,1906,110,884,1132,2016
176965,4,2,2,830,1076,54,56,1906,110,884,1132,2016
176965,5,3,1,1044,1485,52,81,2529,133,1096,1566,2662
176965,5,3,2,1042,1472,50,77,2514,127,1092,1549,2641
176965,5,3,5,2,13,2,4,15,6,4,17,21
176965,6,4,1,690,698,194,285,1388,479,884,983,1867
176965,6,4,2,549,501,124,112,1050,236,673,613,1286
176965,6,4,5,141,197,70,173,338,243,211,370,581
176965,7,999,1,425,475,643,1233,900,1876,1068,1708,2776
176965,7,999,2,246,243,244,325,489,569,490,568,1058
176965,7,999,5,179,232,399,908,411,1307,578,1140,1718
176965,8,5,1,281,280,205,458,561,663,486,738,1224
176965,8,5,2,154,122,82,103,276,185,236,225,461
176965,8,5,5,127,158,123,355,285,478,250,513,763
176965,9,6,1,68,97,143,256,165,399,211,353,564
176965,9,6,2,42,58,50,71,100,121,92,129,221
176965,9,6,5,26,39,93,185,65,278,119,224,343
176965,10,7,1,36,36,91,173,72,264,127,209,336
176965,10,7,2,22,21,36,49,43,85,58,70,128
176965,10,7,5,14,15,55,124,29,179,69,139,208
176965,11,8,1,30,50,134,240,80,374,164,290,454
176965,11,8,2,20,33,47,62,53,109,67,95,162
176965,11,8,5,10,17,87,178,27,265,97,195,292
176965,12,9,1,9,11,63,102,20,165,72,113,185
176965,12,9,2,7,9,23,39,16,62,30,48,78
176965,12,9,5,2,2,40,63,4,103,42,65,107
176965,13,10,1,1,1,7,4,2,11,8,5,13
176965,13,10,2,1,0,6,1,1,7,7,1,8
176965,13,10,5,0,1,1,3,1,4,1,4,5
176965,14,11,1,11,14,3,10,25,13,14,24,38
176965,14,11,2,11,13,2,2,24,4,13,15,28
176965,14,11,5,0,1,1,8,1,9,1,9,10
177065,1,412,1,1223,2006,2239,2879,3229,5118,3462,4885,8347
177065,1,112,2,1192,1970,2089,2610,3162,4699,3281,4580,7861
177065,1,312,5,31,36,150,269,67,419,181,305,486
177065,2,999,1,485,823,471,568,1308,1039,956,1391,2347
177065,2,999,2,473,807,460,546,1280,1006,933,1353,2286
177065,2,999,5,12,16,11,22,28,33,23,38,61
177065,3,1,1,2,1,2,14,3,16,4,15,19
177065,3,1,2,2,1,2,14,3,16,4,15,19
177065,4,2,1,103,217,50,72,320,122,153,289,442
177065,4,2,2,103,217,50,72,320,122,153,289,442
177065,5,3,1,157,302,141,147,459,288,298,449,747
177065,5,3,2,157,302,141,147,459,288,298,449,747
177065,6,4,1,223,303,278,335,526,613,501,638,1139
177065,6,4,2,211,287,267,313,498,580,478,600,1078
177065,6,4,5,12,16,11,22,28,33,23,38,61
177065,7,999,1,738,1183,1768,2311,1921,4079,2506,3494,6000
177065,7,999,2,719,1163,1629,2064,1882,3693,2348,3227,5575
177065,7,999,5,19,20,139,247,39,386,158,267,425
177065,8,5,1,220,426,444,670,646,1114,664,1096,1760
177065,8,5,2,217,416,425,613,633,1038,642,1029,1671
177065,8,5,5,3,10,19,57,13,76,22,67,89
177065,9,6,1,190,320,404,540,510,944,594,860,1454
177065,9,6,2,187,317,383,492,504,875,570,809,1379
177065,9,6,5,3,3,21,48,6,69,24,51,75
177065,10,7,1,131,153,401,405,284,806,532,558,1090
177065,10,7,2,127,149,366,357,276,723,493,506,999
177065,10,7,5,4,4,35,48,8,83,39,52,91
177065,11,8,1,151,214,372,471,365,843,523,685,1208
177065,11,8,2,144,211,327,414,355,741,471,625,1096
177065,11,8,5,7,3,45,57,10,102,52,60,112
177065,12,9,1,44,68,145,212,112,357,189,280,469
177065,12,9,2,42,68,126,178,110,304,168,246,414
177065,12,9,5,2,0,19,34,2,53,21,34,55
177065,13,10,1,2,2,2,13,4,15,4,15,19
177065,13,10,2,2,2,2,10,4,12,4,12,16
177065,13,10,5,0,0,0,3,0,3,0,3,3
177126,1,412,1,119,51,249,174,170,423,368,225,593
177126,1,312,5,119,51,249,174,170,423,368,225,593
177126,2,999,1,20,7,23,19,27,42,43,26,69
177126,2,999,5,20,7,23,19,27,42,43,26,69
177126,5,3,1,1,0,1,0,1,1,2,0,2
177126,5,3,5,1,0,1,0,1,1,2,0,2
177126,6,4,1,19,7,22,19,26,41,41,26,67
177126,6,4,5,19,7,22,19,26,41,41,26,67
177126,7,999,1,99,44,226,154,143,380,325,198,523
177126,7,999,5,99,44,226,154,143,380,325,198,523
177126,8,5,1,56,26,70,53,82,123,126,79,205
177126,8,5,5,56,26,70,53,82,123,126,79,205
177126,9,6,1,19,7,65,23,26,88,84,30,114
177126,9,6,5,19,7,65,23,26,88,84,30,114
177126,10,7,1,9,4,37,19,13,56,46,23,69
177126,10,7,5,9,4,37,19,13,56,46,23,69
177126,11,8,1,10,5,28,34,15,62,38,39,77
177126,11,8,5,10,5,28,34,15,62,38,39,77
177126,12,9,1,5,2,25,22,7,47,30,24,54
177126,12,9,5,5,2,25,22,7,47,30,24,54
177126,13,10,1,0,0,1,3,0,4,1,3,4
177126,13,10,5,0,0,1,3,0,4,1,3,4
177126,14,11,1,0,0,0,1,0,1,0,1,1
177126,14,11,5,0,0,0,1,0,1,0,1,1
177135,1,412,1,752,1116,771,1555,1868,2326,1523,2671,4194
177135,1,112,2,752,1116,771,1555,1868,2326,1523,2671,4194
177135,2,999,1,656,954,621,1129,1610,1750,1277,2083,3360
177135,2,999,2,656,954,621,1129,1610,1750,1277,2083,3360
177135,3,1,1,37,52,405,688,89,1093,442,740,1182
177135,3,1,2,37,52,405,688,89,1093,442,740,1182
177135,4,2,1,457,682,80,116,1139,196,537,798,1335
177135,4,2,2,457,682,80,116,1139,196,537,798,1335
177135,5,3,1,117,137,74,188,254,262,191,325,516
177135,5,3,2,117,137,74,188,254,262,191,325,516
177135,6,4,1,45,83,62,137,128,199,107,220,327
177135,6,4,2,45,83,62,137,128,199,107,220,327
177135,7,999,1,96,162,137,418,258,555,233,580,813
177135,7,999,2,96,162,137,418,258,555,233,580,813
177135,8,5,1,46,60,57,169,106,226,103,229,332
177135,8,5,2,46,60,57,169,106,226,103,229,332
177135,9,6,1,30,39,30,96,69,126,60,135,195
177135,9,6,2,30,39,30,96,69,126,60,135,195
177135,10,7,1,7,33,24,61,40,85,31,94,125
177135,10,7,2,7,33,24,61,40,85,31,94,125
177135,11,8,1,10,20,26,78,30,104,36,98,134
177135,11,8,2,10,20,26,78,30,104,36,98,134
177135,12,9,1,3,10,0,13,13,13,3,23,26
177135,12,9,2,3,10,0,13,13,13,3,23,26
177135,13,10,1,0,0,0,1,0,1,0,1,1
177135,13,10,2,0,0,0,1,0,1,0,1,1
177135,14,11,1,0,0,13,8,0,21,13,8,21
177135,14,11,2,0,0,13,8,0,21,13,8,21
177144,1,412,1,517,422,27,40,939,67,544,462,1006
177144,1,112,2,497,390,27,40,887,67,524,430,954
177144,1,312,5,20,32,0,0,52,0,20,32,52
177144,2,999,1,502,399,19,33,901,52,521,432,953
177144,2,999,2,490,381,19,33,871,52,509,414,923
177144,2,999,5,12,18,0,0,30,0,12,18,30
177144,3,1,1,4,3,11,19,7,30,15,22,37
177144,3,1,2,4,3,11,19,7,30,15,22,37
177144,4,2,1,251,182,0,5,433,5,251,187,438
177144,4,2,2,251,182,0,5,433,5,251,187,438
177144,5,3,1,177,175,2,2,352,4,179,177,356
177144,5,3,2,177,172,2,2,349,4,179,174,353
177144,5,3,5,0,3,0,0,3,0,0,3,3
177144,6,4,1,70,39,6,7,109,13,76,46,122
177144,6,4,2,58,24,6,7,82,13,64,31,95
177144,6,4,5,12,15,0,0,27,0,12,15,27
177144,7,999,1,15,23,7,6,38,13,22,29,51
177144,7,999,2,7,9,7,6,16,13,14,15,29
177144,7,999,5,8,14,0,0,22,0,8,14,22
177144,8,5,1,10,11,2,4,21,6,12,15,27
177144,8,5,2,4,7,2,4,11,6,6,11,17
177144,8,5,5,6,4,0,0,10,0,6,4,10
177144,9,6,1,2,9,2,1,11,3,4,10,14
177144,9,6,2,2,1,2,1,3,3,4,2,6
177144,9,6,5,0,8,0,0,8,0,0,8,8
177144,10,7,1,2,1,2,0,3,2,4,1,5
177144,10,7,2,1,1,2,0,2,2,3,1,4
177144,10,7,5,1,0,0,0,1,0,1,0,1
177144,11,8,1,1,2,1,1,3,2,2,3,5
177144,11,8,2,0,0,1,1,0,2,1,1,2
177144,11,8,5,1,2,0,0,3,0,1,2,3
177144,14,11,1,0,0,1,1,0,2,1,1,2
177144,14,11,2,0,0,1,1,0,2,1,1,2
177214,1,412,1,609,800,94,188,1409,282,703,988,1691
177214,1,112,2,603,780,10,16,1383,26,613,796,1409
177214,1,312,5,6,20,84,172,26,256,90,192,282
177214,2,999,1,587,773,17,36,1360,53,604,809,1413
177214,2,999,2,585,764,4,12,1349,16,589,776,1365
177214,2,999,5,2,9,13,24,11,37,15,33,48
177214,3,1,1,0,3,0,0,3,0,0,3,3
177214,3,1,2,0,3,0,0,3,0,0,3,3
177214,4,2,1,187,259,0,0,446,0,187,259,446
177214,4,2,2,187,259,0,0,446,0,187,259,446
177214,5,3,1,240,334,0,2,574,2,240,336,576
177214,5,3,2,240,334,0,0,574,0,240,334,574
177214,5,3,5,0,0,0,2,0,2,0,2,2
177214,6,4,1,160,177,17,34,337,51,177,211,388
177214,6,4,2,158,168,4,12,326,16,162,180,342
177214,6,4,5,2,9,13,22,11,35,15,31,46
177214,7,999,1,22,27,77,152,49,229,99,179,278
177214,7,999,2,18,16,6,4,34,10,24,20,44
177214,7,999,5,4,11,71,148,15,219,75,159,234
177214,8,5,1,14,11,26,47,25,73,40,58,98
177214,8,5,2,13,7,3,2,20,5,16,9,25
177214,8,5,5,1,4,23,45,5,68,24,49,73
177214,9,6,1,6,8,15,30,14,45,21,38,59
177214,9,6,2,5,6,2,0,11,2,7,6,13
177214,9,6,5,1,2,13,30,3,43,14,32,46
177214,10,7,1,1,1,15,23,2,38,16,24,40
177214,10,7,5,1,1,15,23,2,38,16,24,40
177214,11,8,1,1,4,19,37,5,56,20,41,61
177214,11,8,2,0,2,1,2,2,3,1,4,5
177214,11,8,5,1,2,18,35,3,53,19,37,56
177214,12,9,1,0,1,2,15,1,17,2,16,18
177214,12,9,5,0,1,2,15,1,17,2,16,18
177214,13,10,1,0,2,0,0,2,0,0,2,2
177214,13,10,2,0,1,0,0,1,0,0,1,1
177214,13,10,5,0,1,0,0,1,0,0,1,1
177250,1,412,1,446,699,525,923,1145,1448,971,1622,2593
177250,1,112,2,446,699,525,923,1145,1448,971,1622,2593
177250,2,999,1,405,618,387,633,1023,1020,792,1251,2043
177250,2,999,2,405,618,387,633,1023,1020,792,1251,2043
177250,3,1,1,14,33,185,316,47,501,199,349,548
177250,3,1,2,14,33,185,316,47,501,199,349,548
177250,4,2,1,273,450,85,127,723,212,358,577,935
177250,4,2,2,273,450,85,127,723,212,358,577,935
177250,5,3,1,94,93,74,107,187,181,168,200,368
177250,5,3,2,94,93,74,107,187,181,168,200,368
177250,6,4,1,24,42,43,83,66,126,67,125,192
177250,6,4,2,24,42,43,83,66,126,67,125,192
177250,7,999,1,40,80,138,290,120,428,178,370,548
177250,7,999,2,40,80,138,290,120,428,178,370,548
177250,8,5,1,21,30,50,92,51,142,71,122,193
177250,8,5,2,21,30,50,92,51,142,71,122,193
177250,9,6,1,7,20,24,69,27,93,31,89,120
177250,9,6,2,7,20,24,69,27,93,31,89,120
177250,10,7,1,7,10,20,52,17,72,27,62,89
177250,10,7,2,7,10,20,52,17,72,27,62,89
177250,11,8,1,2,16,36,51,18,87,38,67,105
177250,11,8,2,2,16,36,51,18,87,38,67,105
177250,12,9,1,3,4,8,22,7,30,11,26,37
177250,12,9,2,3,4,8,22,7,30,11,26,37
177250,13,10,1,0,0,0,4,0,4,0,4,4
177250,13,10,2,0,0,0,4,0,4,0,4,4
177250,14,11,1,1,1,0,0,2,0,1,1,2
177250,14,11,2,1,1,0,0,2,0,1,1,2
177418,1,412,1,312,551,69,180,863,249,381,731,1112
177418,1,112,2,288,440,26,62,728,88,314,502,816
177418,1,312,5,24,111,43,118,135,161,67,229,296
177418,2,999,1,273,441,21,32,714,53,294,473,767
177418,2,999,2,265,380,13,14,645,27,278,394,672
177418,2,999,5,8,61,8,18,69,26,16,79,95
177418,3,1,1,0,1,0,0,1,0,0,1,1
177418,3,1,2,0,1,0,0,1,0,0,1,1
177418,4,2,1,114,168,6,4,282,10,120,172,292
177418,4,2,2,114,168,6,4,282,10,120,172,292
177418,5,3,1,97,149,1,3,246,4,98,152,250
177418,5,3,2,97,146,1,3,243,4,98,149,247
177418,5,3,5,0,3,0,0,3,0,0,3,3
177418,6,4,1,62,123,14,25,185,39,76,148,224
177418,6,4,2,54,65,6,7,119,13,60,72,132
177418,6,4,5,8,58,8,18,66,26,16,76,92
177418,7,999,1,39,108,48,148,147,196,87,256,343
177418,7,999,2,23,59,13,48,82,61,36,107,143
177418,7,999,5,16,49,35,100,65,135,51,149,200
177418,8,5,1,23,54,14,40,77,54,37,94,131
177418,8,5,2,12,26,4,10,38,14,16,36,52
177418,8,5,5,11,28,10,30,39,40,21,58,79
177418,9,6,1,5,23,11,22,28,33,16,45,61
177418,9,6,2,3,13,3,8,16,11,6,21,27
177418,9,6,5,2,10,8,14,12,22,10,24,34
177418,10,7,1,7,14,7,26,21,33,14,40,54
177418,10,7,2,4,8,1,3,12,4,5,11,16
177418,10,7,5,3,6,6,23,9,29,9,29,38
177418,11,8,1,4,9,11,37,13,48,15,46,61
177418,11,8,2,4,6,5,17,10,22,9,23,32
177418,11,8,5,0,3,6,20,3,26,6,23,29
177418,12,9,1,0,8,2,22,8,24,2,30,32
177418,12,9,2,0,6,0,10,6,10,0,16,16
177418,12,9,5,0,2,2,12,2,14,2,14,16
177418,13,10,1,0,0,3,1,0,4,3,1,4
177418,13,10,5,0,0,3,1,0,4,3,1,4
177418,14,11,1,0,2,0,0,2,0,0,2,2
177418,14,11,2,0,1,0,0,1,0,0,1,1
177418,14,11,5,0,1,0,0,1,0,0,1,1
177676,1,412,1,672,1039,703,1326,1711,2029,1375,2365,3740
177676,1,112,2,672,1039,703,1326,1711,2029,1375,2365,3740
177676,2,999,1,600,904,551,883,1504,1434,1151,1787,2938
177676,2,999,2,600,904,551,883,1504,1434,1151,1787,2938
177676,3,1,1,35,83,311,451,118,762,346,534,880
177676,3,1,2,35,83,311,451,118,762,346,534,880
177676,4,2,1,391,579,103,132,970,235,494,711,1205
177676,4,2,2,391,579,103,132,970,235,494,711,1205
177676,5,3,1,124,172,87,162,296,249,211,334,545
177676,5,3,2,124,172,87,162,296,249,211,334,545
177676,6,4,1,50,70,50,138,120,188,100,208,308
177676,6,4,2,50,70,50,138,120,188,100,208,308
177676,7,999,1,72,133,152,443,205,595,224,576,800
177676,7,999,2,72,133,152,443,205,595,224,576,800
177676,8,5,1,26,44,49,136,70,185,75,180,255
177676,8,5,2,26,44,49,136,70,185,75,180,255
177676,9,6,1,25,41,29,110,66,139,54,151,205
177676,9,6,2,25,41,29,110,66,139,54,151,205
177676,10,7,1,10,23,21,89,33,110,31,112,143
177676,10,7,2,10,23,21,89,33,110,31,112,143
177676,11,8,1,10,22,36,71,32,107,46,93,139
177676,11,8,2,10,22,36,71,32,107,46,93,139
177676,12,9,1,1,2,14,35,3,49,15,37,52
177676,12,9,2,1,2,14,35,3,49,15,37,52
177676,13,10,1,0,1,3,2,1,5,3,3,6
177676,13,10,2,0,1,3,2,1,5,3,3,6
177676,14,11,1,0,2,0,0,2,0,0,2,2
177676,14,11,2,0,2,0,0,2,0,0,2,2
177685,1,412,1,4,87,0,0,91,0,4,87,91
177685,1,112,2,4,87,0,0,91,0,4,87,91
177685,2,999,1,3,60,0,0,63,0,3,60,63
177685,2,999,2,3,60,0,0,63,0,3,60,63
177685,4,2,1,2,29,0,0,31,0,2,29,31
177685,4,2,2,2,29,0,0,31,0,2,29,31
177685,5,3,1,1,24,0,0,25,0,1,24,25
177685,5,3,2,1,24,0,0,25,0,1,24,25
177685,6,4,1,0,7,0,0,7,0,0,7,7
177685,6,4,2,0,7,0,0,7,0,0,7,7
177685,7,999,1,1,27,0,0,28,0,1,27,28
177685,7,999,2,1,27,0,0,28,0,1,27,28
177685,8,5,1,0,15,0,0,15,0,0,15,15
177685,8,5,2,0,15,0,0,15,0,0,15,15
177685,9,6,1,0,8,0,0,8,0,0,8,8
177685,9,6,2,0,8,0,0,8,0,0,8,8
177685,10,7,1,1,0,0,0,1,0,1,0,1
177685,10,7,2,1,0,0,0,1,0,1,0,1
177685,11,8,1,0,3,0,0,3,0,0,3,3
177685,11,8,2,0,3,0,0,3,0,0,3,3
177685,12,9,1,0,1,0,0,1,0,0,1,1
177685,12,9,2,0,1,0,0,1,0,0,1,1
177940,1,412,1,555,799,245,413,1354,658,800,1212,2012
177940,1,112,2,536,776,214,366,1312,580,750,1142,1892
177940,1,312,5,19,23,31,47,42,78,50,70,120
177940,2,999,1,491,723,188,281,1214,469,679,1004,1683
177940,2,999,2,486,712,184,271,1198,455,670,983,1653
177940,2,999,5,5,11,4,10,16,14,9,21,30
177940,3,1,1,6,11,148,184,17,332,154,195,349
177940,3,1,2,6,11,148,184,17,332,154,195,349
177940,4,2,1,207,327,17,29,534,46,224,356,580
177940,4,2,2,207,327,17,29,534,46,224,356,580
177940,5,3,1,165,236,4,18,401,22,169,254,423
177940,5,3,2,165,236,4,18,401,22,169,254,423
177940,6,4,1,113,149,19,50,262,69,132,199,331
177940,6,4,2,108,138,15,40,246,55,123,178,301
177940,6,4,5,5,11,4,10,16,14,9,21,30
177940,7,999,1,64,76,57,132,140,189,121,208,329
177940,7,999,2,50,64,30,95,114,125,80,159,239
177940,7,999,5,14,12,27,37,26,64,41,49,90
177940,8,5,1,29,41,24,47,70,71,53,88,141
177940,8,5,2,27,37,12,36,64,48,39,73,112
177940,8,5,5,2,4,12,11,6,23,14,15,29
177940,9,6,1,24,12,11,26,36,37,35,38,73
177940,9,6,2,18,11,7,18,29,25,25,29,54
177940,9,6,5,6,1,4,8,7,12,10,9,19
177940,10,7,1,6,9,7,27,15,34,13,36,49
177940,10,7,2,4,6,3,23,10,26,7,29,36
177940,10,7,5,2,3,4,4,5,8,6,7,13
177940,11,8,1,5,9,10,25,14,35,15,34,49
177940,11,8,2,1,8,5,16,9,21,6,24,30
177940,11,8,5,4,1,5,9,5,14,9,10,19
177940,12,9,1,0,5,3,7,5,10,3,12,15
177940,12,9,2,0,2,1,2,2,3,1,4,5
177940,12,9,5,0,3,2,5,3,7,2,8,10
177940,13,10,1,0,0,2,0,0,2,2,0,2
177940,13,10,2,0,0,2,0,0,2,2,0,2
177968,1,412,1,2108,2834,767,1673,4942,2440,2875,4507,7382
177968,1,112,2,1861,2338,275,348,4199,623,2136,2686,4822
177968,1,312,5,247,496,492,1325,743,1817,739,1821,2560
177968,2,999,1,1623,2079,135,230,3702,365,1758,2309,4067
177968,2,999,2,1558,1947,88,105,3505,193,1646,2052,3698
177968,2,999,5,65,132,47,125,197,172,112,257,369
177968,3,1,1,1,6,10,13,7,23,11,19,30
177968,3,1,2,1,6,10,13,7,23,11,19,30
177968,4,2,1,381,622,9,13,1003,22,390,635,1025
177968,4,2,2,381,622,9,13,1003,22,390,635,1025
177968,5,3,1,684,863,10,14,1547,24,694,877,1571
177968,5,3,2,682,860,9,12,1542,21,691,872,1563
177968,5,3,5,2,3,1,2,5,3,3,5,8
177968,6,4,1,557,588,106,190,1145,296,663,778,1441
177968,6,4,2,494,459,60,67,953,127,554,526,1080
177968,6,4,5,63,129,46,123,192,169,109,252,361
177968,7,999,1,485,755,597,1442,1240,2039,1082,2197,3279
177968,7,999,2,303,391,153,243,694,396,456,634,1090
177968,7,999,5,182,364,444,1199,546,1643,626,1563,2189
177968,8,5,1,230,302,165,431,532,596,395,733,1128
177968,8,5,2,156,146,53,60,302,113,209,206,415
